CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
452,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,BRUCELLOSIS,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,71.51,12.82,5.07,4.25,3.67,1.84,0.51,0.26,0.03,0.02,0.01,0.0,0.0,99.99
5439,1,0,U,veteddie_eddie,6/9/2020 0:00, GOAT,MANGE MITE,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,POX,CCPP,COWDRIOSIS,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,76.8375,19.1759,1.80466,0.873263,0.770318,0.493009,0.0253978,0.0198474,8.99e-05,2.27e-05,6.26e-06,7.39e-07,8.72e-10,100.0000148
451,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,BRUCELLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,PASTEUROLLOSIS,PPR,ZZ_OTHER,54.12,45.75,0.05,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
3681,0,37,D,veteddie_eddie,1/8/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,POX,PPR,LUNGWORM,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,ZZ_OTHER,53.3922,36.7001,8.96004,0.440661,0.371784,0.0510373,0.0433562,0.0286304,0.00823696,0.00347788,0.000499453,1.64e-05,4.47e-13,100.0000396
4334,0,38,M,veteddie_eddie,1/16/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,POX,PPR,LUNGWORM,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MANGE MITE,ZZ_OTHER,65.0379,21.9349,10.9111,1.77255,0.317227,0.0181347,0.00329972,0.00219517,0.00105897,0.000948563,0.00060821,1.4e-05,5.44e-13,99.99993633
1755,0,0,U,Eddie,6/4/2019 0:00, GOAT,PASTEUROLLOSIS,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,PPR,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,40.39,38.71,12.62,6.91,0.81,0.34,0.14,0.06,0.01,0.0,0.0,0.0,0.0,99.99
4187,0,0,U,veteddie_eddie,1/15/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,PPR,POX,COWDRIOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,ZZ_OTHER,67.03,15.8785,9.43221,7.61044,0.0220815,0.0194439,0.00346418,0.00226748,0.00101871,0.000430784,0.000181889,7.09e-06,4.3e-12,100.0000455
2638,0,0,U,Eddie,11/7/2019 0:00, GOAT,PASTEUROLLOSIS,P,P,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,POX,CCPP,PASTEUROLLOSIS,PPR,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,COWDRIOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,ZZ_OTHER,47.31,42.6,7.61,1.01,0.5,0.29,0.24,0.21,0.14,0.06,0.02,0.01,0.0,100.0
3109,0,11,D,veteddie_eddie,2/6/2020 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,POX,10,POX,MASTITIS,POX,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,BRUCELLOSIS,CCPP,COWDRIOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,76.9975,11.2189,6.52699,2.99133,2.03901,0.0723631,0.0680875,0.0491829,0.0191931,0.0171744,0.000328539,4.45e-08,3.39e-12,100.0000596
1734,0,44,D,Eddie,4/17/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PASTEUROLLOSIS,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,PPR,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,93.73,5.05,0.47,0.25,0.18,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.0
281,0,23,M,Eddie,1/21/2019 0:00, GOAT,POX,NP,P,NP,P,NP,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,CCPP,TRICHOSTRONGIULOSIS,MASTITIS,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,LUNGWORM,ZZ_OTHER,33.58,18.15,14.76,11.09,7.5,7.12,3.62,2.14,1.8,0.17,0.05,0.01,0.0,99.99
622,0,0,U,Eddie,2/4/2019 0:00, GOAT,POX,NP,P,NP,P,NP,NP,P,P,P,NP,NP,P,P,NP,NP,P,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,PASTEUROLLOSIS,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,ZZ_OTHER,53.76,36.37,7.93,1.8,0.05,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,100.0
656,0,0,U,Eddie,2/2/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NP,P,P,P,P,P,P,NP,NP,NP,P,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,POX,10,POX,CCPP,POX,PASTEUROLLOSIS,PPR,COWDRIOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,48.87,38.58,9.57,2.71,0.08,0.05,0.04,0.03,0.03,0.02,0.01,0.0,0.0,99.99
2627,1,0,U,Eddie,11/5/2019 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,CONTAGIOUS ECTHYMA (ORF),MASTITIS,PASTEUROLLOSIS,CCPP,BRUCELLOSIS,COWDRIOSIS,LUNGWORM,PPR,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,45.7,30.6,20.65,1.81,0.53,0.51,0.12,0.07,0.01,0.0,0.0,0.0,0.0,100.0
