CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
908,0,0,U,Eddie,2/15/2019 0:00, GOAT,PASTEUROLLOSIS,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,PPR,TRICHOSTRONGIULOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,ZZ_OTHER,45.19,33.96,17.28,2.86,0.25,0.19,0.16,0.09,0.01,0.0,0.0,0.0,0.0,99.99
4207,1,0,U,veteddie_eddie,1/15/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,P,NP,NP,P,P,P,P,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,POX,PPR,PASTEUROLLOSIS,COWDRIOSIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),MASTITIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MANGE MITE,ZZ_OTHER,38.5326,28.1219,19.3945,8.40489,5.54232,0.00172853,0.00141243,0.000343926,0.000158734,0.000105612,4.71e-06,2.76e-06,3.41e-07,99.99996704
3060,1,12,D,veteddie_eddie,2/6/2020 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,POX,10,POX,MASTITIS,CONTAGIOUS ECTHYMA (ORF),POX,BRUCELLOSIS,MANGE MITE,COWDRIOSIS,PASTEUROLLOSIS,CCPP,TRICHOSTRONGIULOSIS,LUNGWORM,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,79.0901,15.5028,2.52195,1.83315,0.959693,0.0524557,0.0114438,0.011178,0.0110561,0.00615763,2.24e-05,5.56e-07,7.63e-13,100.0000072
1055,0,0,U,Eddie,2/22/2019 0:00, GOAT,POX,P,P,NP,NP,NP,NP,NP,P,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,TRICHOSTRONGIULOSIS,PPR,MANGE MITE,LUNGWORM,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,76.29,11.94,3.74,3.48,2.61,1.54,0.23,0.09,0.04,0.03,0.02,0.0,0.0,100.01
914,0,0,U,Eddie,2/15/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NO,P,P,P,NP,P,P,NP,NP,P,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,PASTEUROLLOSIS,PPR,COWDRIOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,85.61,6.17,4.94,2.93,0.21,0.07,0.04,0.01,0.01,0.01,0.01,0.0,0.0,100.01
1657,0,0,U,Eddie,5/8/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NO,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PASTEUROLLOSIS,CCPP,PPR,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,80.08,13.7,3.96,0.83,0.68,0.41,0.28,0.02,0.02,0.01,0.01,0.0,0.0,100.0
2299,0,0,U,Eddie,9/7/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,NP,NO,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,POX,10,POX,POX,MASTITIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,CCPP,MANGE MITE,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,TRICHOSTRONGIULOSIS,LUNGWORM,ZZ_OTHER,75.56,13.04,8.15,2.53,0.25,0.23,0.11,0.09,0.02,0.01,0.01,0.0,0.0,100.0
458,0,0,U,Eddie,1/28/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,P,P,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,CCPP,PASTEUROLLOSIS,PPR,COWDRIOSIS,MASTITIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,ZZ_OTHER,89.56,4.94,3.55,1.74,0.2,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.01
1341,0,0,U,Eddie,3/19/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NO,P,NP,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,CCPP,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,COWDRIOSIS,MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,60.22,33.7,3.55,1.42,0.51,0.49,0.04,0.03,0.02,0.01,0.0,0.0,0.0,99.99
2567,0,26,D,Eddie,10/15/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
2628,0,26,D,Eddie,11/5/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
1233,0,26,D,Eddie,3/19/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
3274,0,26,D,veteddie_eddie,5/14/2020 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,98.7153,0.733915,0.446155,0.098687,0.00538257,0.000451004,2.36e-05,2.23e-05,1.44e-05,3.69e-06,1.88e-06,2.38e-08,2.78e-11,99.99995647
2566,1,28,D,Eddie,10/15/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,P,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,CCPP,POX,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,91.79,7.08,0.95,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
