CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
449,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,P,NP,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,COWDRIOSIS,POX,CCPP,PPR,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,56.82,20.76,16.69,3.42,1.46,0.56,0.15,0.08,0.02,0.02,0.02,0.0,0.0,100.0
4028,0,0,U,veteddie_eddie,1/22/2020 0:00, GOAT,MANGE MITE,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,P,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,MASTITIS,POX,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,CCPP,LUNGWORM,PPR,COWDRIOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,68.1373,21.407,3.9367,2.71204,2.34945,1.00819,0.30191,0.0925856,0.0312552,0.0210022,0.00246024,3.94e-05,1.25e-12,99.99993264
1730,0,0,U,Eddie,4/17/2019 0:00, GOAT,MANGE MITE,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,BRUCELLOSIS,POX,TRICHOSTRONGIULOSIS,LUNGWORM,CCPP,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,47.94,26.33,22.69,2.31,0.4,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,99.99
1232,0,37,D,Eddie,3/19/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,POX,PPR,LUNGWORM,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,53.39,36.7,8.96,0.44,0.37,0.05,0.04,0.03,0.01,0.0,0.0,0.0,0.0,99.99
4340,0,38,M,veteddie_eddie,1/16/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,POX,PPR,LUNGWORM,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MANGE MITE,ZZ_OTHER,65.0379,21.9349,10.9111,1.77255,0.317227,0.0181347,0.00329972,0.00219517,0.00105897,0.000948563,0.00060821,1.4e-05,5.44e-13,99.99993633
626,0,0,U,Eddie,2/7/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,P,NP,P,P,P,P,NP,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,PPR,POX,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,39.43,31.96,17.44,11.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133,0,0,U,Eddie,12/24/2018 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,P,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,PPR,POX,LUNGWORM,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,47.56,40.29,6.69,5.4,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3806,0,0,U,veteddie_eddie,11/20/2019 0:00, GOAT,PASTEUROLLOSIS,P,P,NP,NP,NP,P,NP,P,P,P,NP,P,NP,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,POX,PPR,LUNGWORM,COWDRIOSIS,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,BRUCELLOSIS,ZZ_OTHER,44.4165,33.471,20.8492,1.02538,0.221742,0.0125826,0.00162369,0.000833837,0.000508887,0.000246465,0.000192465,0.000134415,4.01e-11,99.99994436
3075,0,11,D,veteddie_eddie,2/6/2020 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,POX,10,POX,MASTITIS,POX,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,BRUCELLOSIS,CCPP,COWDRIOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,76.9975,11.2189,6.52699,2.99133,2.03901,0.0723631,0.0680875,0.0491829,0.0191931,0.0171744,0.000328539,4.45e-08,3.39e-12,100.0000596
2517,0,44,D,Eddie,9/4/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PASTEUROLLOSIS,CCPP,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,PPR,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,93.73,5.05,0.47,0.25,0.18,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.0
88,0,34,M,Eddie,12/14/2018 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,PPR,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,ZZ_OTHER,40.63,34.8,9.02,5.91,2.5,2.2,1.66,1.34,0.92,0.92,0.1,0.0,0.0,100.0
1270,0,0,U,Eddie,3/27/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,PASTEUROLLOSIS,POX,CCPP,PPR,COWDRIOSIS,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,53.45,41.42,4.95,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
296,0,0,U,Eddie,1/21/2019 0:00, GOAT,POX,P,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,POX,10,POX,POX,MANGE MITE,TRICHOSTRONGIULOSIS,CCPP,BRUCELLOSIS,MASTITIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,PPR,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,59.03,21.55,7.62,3.59,2.88,2.73,1.65,0.54,0.16,0.14,0.11,0.0,0.0,100.0
2242,0,0,U,Eddie,8/24/2019 0:00, GOAT,POX,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,MASTITIS,CCPP,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,MANGE MITE,BRUCELLOSIS,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,56.97,39.09,0.99,0.99,0.93,0.62,0.26,0.09,0.04,0.02,0.0,0.0,0.0,100.0
