CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
22,0,0,U,Eddie,11/27/2018 0:00, GOAT,COWDRIOSIS,NO,P,P,NP,NP,NP,NP,NP,NO,P,NO,P,NO,P,NP,NP,NP,P,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,COWDRIOSIS,4,COWDRIOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,POX,MASTITIS,CONTAGIOUS ECTHYMA (ORF),CCPP,BRUCELLOSIS,LUNGWORM,PASTEUROLLOSIS,PPR,ZZ_OTHER,77.87,21.06,0.41,0.33,0.19,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,100.0
486,0,35,D,Eddie,2/12/2019 0:00, GOAT,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,5,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,POX,CCPP,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,BRUCELLOSIS,MANGE MITE,PASTEUROLLOSIS,PPR,ZZ_OTHER,65.85,25.45,6.42,1.81,0.16,0.15,0.08,0.04,0.01,0.01,0.01,0.01,0.0,100.0
316,0,0,U,Eddie,1/22/2019 0:00, GOAT,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,NP,NP,NP,P,NP,NP,NP,NO,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,5,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,CCPP,POX,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,PASTEUROLLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,81.5,9.56,3.06,2.78,0.84,0.79,0.53,0.37,0.35,0.13,0.1,0.01,0.0,100.02
2919,0,13,D,veteddie_eddie,2/19/2020 0:00, GOAT,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,6,LUNGWORM,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,TRICHOSTRONGIULOSIS,MANGE MITE,CCPP,POX,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,65.9583,15.8817,10.2728,5.49278,1.13864,0.620484,0.532404,0.091076,0.00639597,0.00451909,0.000925643,1.57e-05,4.31e-14,100.0000404
1364,0,0,U,Eddie,3/28/2019 0:00, GOAT,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,6,LUNGWORM,LUNGWORM,CCPP,TRICHOSTRONGIULOSIS,POX,MANGE MITE,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,PPR,COWDRIOSIS,PASTEUROLLOSIS,ZZ_OTHER,47.35,39.62,11.42,0.76,0.53,0.23,0.05,0.03,0.01,0.01,0.0,0.0,0.0,100.01
1004,0,0,U,Eddie,2/20/2019 0:00, GOAT,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,6,LUNGWORM,LUNGWORM,CCPP,TRICHOSTRONGIULOSIS,POX,BRUCELLOSIS,MANGE MITE,MASTITIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,PPR,COWDRIOSIS,PASTEUROLLOSIS,ZZ_OTHER,45.92,38.42,11.08,2.63,0.79,0.51,0.42,0.1,0.09,0.02,0.01,0.01,0.0,100.0
3680,0,6,M,veteddie_eddie,1/8/2020 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),POX,CCPP,COWDRIOSIS,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,88.2384,7.61874,2.07243,1.00284,0.56616,0.382361,0.104291,0.0145136,0.000238933,2.61e-05,2.57e-05,3.67e-07,4.1e-13,100.0000267
600,0,0,U,Eddie,2/1/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,MANGE MITE,7,MANGE MITE,TRICHOSTRONGIULOSIS,MANGE MITE,POX,CCPP,PPR,LUNGWORM,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,ZZ_OTHER,58.98,39.82,0.63,0.43,0.05,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0,99.99
4182,0,0,U,veteddie_eddie,1/14/2020 0:00, GOAT,MANGE MITE,NP,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MANGE MITE,7,MANGE MITE,CCPP,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,POX,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,ZZ_OTHER,62.991,19.9627,5.61028,5.09463,4.45444,1.2911,0.285977,0.146729,0.0953224,0.0345888,0.0196729,0.0135157,3.46e-13,99.9999558
450,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,PPR,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,PASTEUROLLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,48.4,40.92,6.74,2.87,0.47,0.3,0.15,0.05,0.04,0.04,0.02,0.0,0.0,100.0
151,0,7,M,Eddie,12/25/2018 0:00, GOAT,MASTITIS,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MASTITIS,8,MASTITIS,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,POX,CCPP,COWDRIOSIS,PASTEUROLLOSIS,PPR,ZZ_OTHER,39.64,28.42,22.1,5.45,1.86,1.83,0.25,0.24,0.16,0.05,0.0,0.0,0.0,100.0
2415,0,0,U,Eddie,9/24/2019 0:00, GOAT,MASTITIS,NP,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MASTITIS,8,MASTITIS,POX,COWDRIOSIS,MASTITIS,CCPP,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,68.34,12.7,7.76,6.52,1.45,1.04,1.01,0.45,0.4,0.3,0.01,0.01,0.0,99.99
4200,1,37,D,veteddie_eddie,1/15/2020 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,POX,PPR,LUNGWORM,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,ZZ_OTHER,53.3922,36.7001,8.96004,0.440661,0.371784,0.0510373,0.0433562,0.0286304,0.00823696,0.00347788,0.000499453,1.64e-05,4.47e-13,100.0000396
2444,0,38,M,Eddie,10/2/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,POX,PPR,LUNGWORM,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,65.04,21.93,10.91,1.77,0.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
