CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1.1,Disease_2.1,Disease_3.1,Disease_4.1,Disease_5.1,Disease_6.1,Disease_7.1,Disease_8.1,Disease_9.1,Disease_10.1,Disease_11.1,Disease_12.1,Disease_13.1,Disease_14.1,sum_prob
843,0,50,D,Eddie,2/7/2019 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,55.1,42.48,1.57,0.62,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
497,0,0,U,Eddie,3/12/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NO,NP,NP,NP,NP,P,NP,P,NP,P,P,NO,P,P,NP,P,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,LUNGWORM,TRICHOSTRONGIULOSIS,POX,PPR,HAEMONCHOSIS,PASTEUROLLOSIS,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,62.77,22.67,8.72,2.68,2.06,0.67,0.39,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.98
652,0,0,U,Eddie,2/2/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,P,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,P,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,MANGE MITE,LUNGWORM,PASTEUROLLOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,POX,PPR,ZZ_OTHER,87.45,10.25,2.21,0.05,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
121,0,0,U,Eddie,12/20/2018 0:00, SHEEP,FASCIOLOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,76.37,19.67,3.88,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4029,1,0,U,veteddie_eddie,1/22/2020 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,P,P,NP,NP,NP,NP,P,NP,P,P,NP,NP,P,NP,P,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,MANGE MITE,LUNGWORM,PPR,PASTEUROLLOSIS,POX,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,COWDRIOSIS,76.6378,22.0874,1.21127,0.0399964,0.00922627,0.00829178,0.0028089,0.00273765,0.000411789,1.74e-05,3.99e-06,3.74e-06,1.3e-06,5.53e-07,99.99996977
61,0,0,U,Eddie,12/12/2018 0:00, SHEEP,FASCIOLOSIS,P,NP,P,NP,NP,NP,NO,NP,NP,NP,P,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,COENUROSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,60.31,37.33,1.72,0.51,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
267,0,0,U,Eddie,1/20/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,NP,NP,P,NP,P,NP,P,P,P,P,P,P,P,P,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,PPR,POX,ZZ_OTHER,HAEMONCHOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,53.98,38.03,6.12,0.82,0.63,0.3,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,100.0
660,0,0,U,Eddie,2/2/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NP,P,P,NP,NP,P,P,P,P,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FASCIOLOSIS,4,FASCIOLOSIS,FASCIOLOSIS,PPR,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,PASTEUROLLOSIS,LUNGWORM,ZZ_OTHER,POX,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,70.64,22.75,2.82,2.33,0.73,0.63,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
415,0,31,D,Eddie,1/24/2019 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,LUNGWORM,POX,PASTEUROLLOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,65.0,15.22,14.4,4.03,1.3,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4310,1,0,U,veteddie_eddie,1/14/2020 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,POX,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,PPR,COWDRIOSIS,ZZ_OTHER,74.0016,24.2055,1.1895,0.560926,0.0175683,0.0108053,0.00637828,0.0046977,0.00207156,0.000851179,5.8e-05,1.87e-05,2.28e-06,1.93e-12,99.9999773
499,0,0,U,Eddie,3/13/2019 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,POX,PASTEUROLLOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,COWDRIOSIS,PPR,ZZ_OTHER,76.35,9.52,6.79,4.49,1.06,0.63,0.46,0.4,0.2,0.08,0.01,0.0,0.0,0.0,99.99
5851,0,53,M,veteddie_eddie,7/6/2020 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),POX,HAEMONCHOSIS,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,NASAL BOT,FASCIOLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,73.2205,10.3342,10.0558,1.79012,0.925289,0.878691,0.876887,0.82211,0.49145,0.393054,0.200088,0.0116182,0.000210907,5.36e-15,100.0000181
136,0,0,U,Eddie,12/24/2018 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,P,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,PPR,COENUROSIS,FASCIOLOSIS,LUNGWORM,NASAL BOT,POX,CONTAGIOUS ECTHYMA (ORF),HAEMONCHOSIS,COWDRIOSIS,MANGE MITE,ZZ_OTHER,42.3,21.05,10.2,9.33,5.97,5.71,2.99,1.49,0.47,0.22,0.2,0.06,0.02,0.0,100.01
