NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
,,,
